"","year","make","model","price","mileage","ratings"
"2486",2011,"Ford","Mustang","15495","83782","4.8  "
"2487",2015,"Subaru","WRX","19985","85874","4.7  "
"2488",2016,"Ford","F","46900","59678","4.7  "
"2489",2019,"Subaru","Forester","28628",NA,"4.1  "
"2490",2018,"Nissan","Altima","19735",NA,"4.1  "
"2491",2017,"GMC","Sierra","45995","18958","5  "
"2492",2009,"Toyota","Camry","7995","97500","4.3  "
"2493",2016,"Nissan","Altima","13488","26601","4.9  "
"2494",2016,"Tesla","Model","62888","17652","4.8  "
"2495",2012,"Toyota","Highlander","18900","98975","4.9  "
"2496",2017,"Jeep","Grand","25900","51397","4.8  "
"2497",2012,"Toyota","Prius","10700","56550","4.8  "
"2498",2013,"FIAT","500","11877","36938","4.1  "
"2499",2018,"Ford","F","86505",NA,"4.9  "
"2500",2013,"Ford","Explorer","19898","49989","4.8  "
"2501",2016,"Ford","Fusion","17995","27782","4.8  "
"2502",2011,"Ford","F","18399","110280","5  "
"2503",2003,"Toyota","Corolla","2995","266335","4.8  "
"2504",2016,"Ford","Explorer","27977","19306","4.8  "
"2505",2005,"Ford","F","7850","77001","4.8  "
"2506",2004,"Saab","9","2995","135150","4.7  "
"2507",2015,"Toyota","Highlander","23560","46147","4.9  "
"2508",2016,"Volkswagen","Jetta","13998","21670",NA
"2509",2016,"Honda","Civic","15834","45941","4.8  "
"2510",2018,"Mercedes","Benz","52853","11774","4.5  "
"2511",2014,"Ford","F","39944","59967","4.4  "
"2512",2018,"Subaru","Forester","26586","10594","4.6  "
"2513",2010,"Volvo","XC60","8995","152114","5  "
"2514",2014,"Acura","TL","24990","17196","5  "
"2515",2011,"Jeep","Grand","14490","85232","5  "
"2516",2006,"Volkswagen","GTI","8990","68974","5  "
"2517",2011,"BMW","X3","14997","65544","5  "
"2518",2019,"Genesis","G70","51215",NA,"4  "
"2519",2018,"BMW","330e","54535",NA,"4.9  "
"2520",2006,"Toyota","Sienna","6000","126049","4.8  "
"2521",2006,"Ford","F","14998","145031","4.8  "
"2522",2016,"RAM","1500","25998","18189","3  "
"2523",2017,"INFINITI","QX30","26998","11662","3  "
"2524",2016,"Mercedes","Benz","23495","73100","4.8  "
"2525",2014,"Lexus","RX","24648","42228","4.6  "
"2526",2019,"Acura","RDX","46895",NA,"4.8  "
"2527",2016,"RAM","2500","36967","25873","4.8  "
"2528",2006,"Cadillac","DTS","5995","106162","5  "
"2529",2015,"Cadillac","Escalade","39997","106001","4.9  "
"2530",2013,"Audi","S4","22654","89101","4.9  "
"2531",2015,"Volkswagen","Golf","14000","75522","4.4  "
"2532",2013,"Toyota","Prius","11313","85028","4.4  "
"2533",2013,"GMC","Sierra","22400","185178","5  "
"2534",2014,"Chevrolet","Malibu","11800","35043","4.4  "
"2535",2006,"Audi","A4","5991","104520","4.4  "
"2536",2018,"Toyota","Highlander","35312","12789","5  "
"2537",2007,"Toyota","Prius","5757","129526","4.9  "
"2538",2018,"Jeep","Wrangler","59555",NA,"4.7  "
"2539",2018,"Jeep","Wrangler","30629",NA,"4.7  "
"2540",2010,"Honda","Accord","8447","92331","4.9  "
"2541",2013,"Audi","Q7","18895","92311","4.9  "
"2542",2017,"Volvo","XC90","58470","16259","4.4  "
"2543",2015,"BMW","528","26998","37483","4.7  "
"2544",2011,"Mazda","Mazda3","7990","72430","5  "
"2545",2012,"Mercedes","Benz","14995","46715","4  "
"2546",2001,"Mercedes","Benz","9957","87939","4.3  "
"2547",2012,"Porsche","Panamera","30290","78845","3  "
"2548",2010,"Ford","Mustang","13988","74760","3.5  "
"2549",2012,"Chevrolet","Impala","7798","84613","3.5  "
"2550",2015,"Acura","MDX","28985","34038","4.7  "
"2551",2017,"Chevrolet","Colorado","18685","7226","4.7  "
"2552",2014,"Dodge","Charger","22500","17120","4.6  "
"2553",2018,"Toyota","Camry","21000","17762","4.6  "
"2554",2016,"Mazda","CX","17000","49171","4.8  "
"2555",2013,"BMW","528","17000","58392","4.6  "
"2556",2011,"Audi","A3","7495","112392","3.3  "
"2557",2013,"Volkswagen","Passat","10994","57334","4.8  "
"2558",2016,"GMC","Yukon","57999","20900","4.6  "
"2559",2018,"Kia","Stinger","52625",NA,"4.8  "
"2560",2011,"BMW","328","12498","83936","4.9  "
"2561",2015,"Jeep","Compass","12712","64895","4.9  "
"2562",2013,"Hyundai","Genesis","13650","55325","4.9  "
"2563",2018,"Audi","Q5","39998","6125","4.7  "
"2564",2015,"Mitsubishi","Mirage","6777","78335","4.9  "
"2565",2014,"Cadillac","ATS","17983","52205","4.9  "
"2566",2017,"Subaru","WRX","23998","17518","4.8  "
"2567",2017,"GMC","Sierra","47595","17117","4.9  "
"2568",2013,"Volkswagen","Jetta","11431","60304","4.8  "
"2569",2016,"Kia","Sorento","26481","36462","4.8  "
"2570",2007,"Hyundai","Sonata","3995","131499","3.7  "
"2571",2016,"Mazda","CX","22388","29148","4.9  "
"2572",2018,"Jeep","Compass","26493","4296","4.7  "
"2573",2015,"BMW","650","45990","34637","4.9  "
"2574",2017,"Ford","F","29490","42598","4.9  "
"2575",2016,"Acura","MDX","34785","36119","4.8  "
"2576",2010,"Dodge","Charger","7199","90955","4.4  "
"2577",2011,"Mercedes","Benz","11399","100174","4.4  "
"2578",2013,"Subaru","Impreza","12995","34220","5  "
"2579",2013,"Ford","Sedan","12995","78359","5  "
"2580",2011,"GMC","Sierra","16987","101779","4.9  "
"2581",2015,"Subaru","WRX","19688","61141","4.7  "
"2582",2015,"RAM","2500","27677","57947","4.7  "
"2583",2017,"Chevrolet","Tahoe","42995","29412","4.7  "
"2584",2015,"Chrysler","Town","16750","75537","4.9  "
"2585",2008,"Hyundai","Accent","4495","78080","4.8  "
"2586",2013,"Honda","Accord","13479","82840","4.7  "
"2587",2014,"Chevrolet","Impala","15000","64520","4.9  "
"2588",2006,"Cadillac","SRX","8495","80580","3.8  "
"2589",2015,"BMW","528","22988","39142","4.9  "
"2590",2010,"Toyota","RAV4","8995","107000","4.3  "
"2591",2019,"Acura","RDX","40695",NA,"4.9  "
"2592",2011,"Nissan","Maxima","10500","98552","4.8  "
"2593",2017,"Toyota","Tacoma","31500","10858","4.8  "
"2594",2016,"Toyota","Highlander","26800","23828","4.8  "
"2595",2016,"Toyota","Highlander","26800","24052","4.8  "
"2596",2011,"Hyundai","Veracruz","11530","73539","4.5  "
"2597",2016,"GMC","Sierra","26750","39299","4.9  "
"2598",2017,"Ford","Edge","25988","19308","4.6  "
"2599",2016,"Hyundai","Accent","8998","39721","4.6  "
"2600",2016,"Nissan","Rogue","17500","30568","4.9  "
"2601",2014,"Chevrolet","Silverado","14995","65098","4.9  "
"2602",2015,"Mercedes","Benz","52900","50510","5  "
"2603",2014,"Jeep","Compass","13688","49183","4.9  "
"2604",2014,"Ford","F","35495","145000",NA
"2605",2009,"Audi","Q5","9495","173000","2.3  "
"2606",2010,"Hyundai","Sonata","3450","106635","4.8  "
"2607",2007,"Toyota","Tacoma","11495","165738","4.3  "
"2608",2009,"Honda","CR","7902","185335","5  "
"2609",2015,"Ford","Edge","26870","28284",NA
"2610",2017,"Ford","Fusion","17616","38687","4.3  "
"2611",2015,"Cadillac","ATS","29986","3389","4.5  "
"2612",2014,"Jeep","Patriot","13995","63751","5  "
"2613",2014,"Porsche","Cayenne","42991","33011","4.8  "
"2614",2010,"Volkswagen","Passat","6142","98623","4.8  "
"2615",2019,"Porsche","911","160660",NA,"4.8  "
"2616",2019,"Genesis","G70","48185",NA,"4  "
"2617",2016,"Mazda","CX","18888","22062","4.9  "
"2618",2011,"Ford","F","16998","148750","4.8  "
"2619",2018,"Toyota","Highlander","37999","2504","4.8  "
"2620",2015,"BMW","528","24480","56125","4.9  "
"2621",2016,"Mercedes","Benz","25888","56065","4.8  "
"2622",2009,"Subaru","Forester","5482","160077","4.3  "
"2623",2016,"Nissan","Rogue","14700","51033","4.9  "
"2624",2010,"Subaru","Outback","9981","105364","4.3  "
"2625",2006,"Mitsubishi","Eclipse","3495","143544","3.8  "
"2626",2017,"INFINITI","QX80","39444","43315","4.7  "
"2627",2015,"Honda","Civic","21990","20916","4.8  "
"2628",2012,"Audi","S5","22848","77935","4.6  "
"2629",2012,"Mercedes","Benz","18995","75303","5  "
"2630",2017,"Acura","MDX","35900","17641","3.8  "
"2631",2018,"Honda","Clarity","30998","8175","4.9  "
"2632",2015,"Ford","Mustang","18995","45574","5  "
"2633",2016,"Toyota","RAV4","19991","36024","4.4  "
"2634",2015,"Toyota","Highlander","28000","29583","4.5  "
"2635",2010,"Toyota","Tundra","22419","86387","4.5  "
"2636",2018,"Ford","F","65990","9860","4.9  "
"2637",2014,"Jeep","Grand","39990","44287","4.9  "
"2638",2006,"Honda","Ridgeline","7847","163701","4.9  "
"2639",2008,"Honda","Accord","7995","84706",NA
"2640",2013,"Toyota","Venza","15550","99574","4.9  "
"2641",2010,"INFINITI","G37","13490","62209","4.9  "
"2642",2014,"Audi","A7","41000","10605","4.8  "
"2643",2017,"Jeep","Grand","25600","38661","4.7  "
"2644",2010,"Toyota","Highlander","13688","85789","4.3  "
"2645",2015,"BMW","650","49898","25575","4.8  "
"2646",2016,"Lexus","RX","37800","22425","4.7  "
"2647",2015,"Jeep","Grand","28200","25882","4.8  "
"2648",2013,"Toyota","Prius","15491","55731","4.7  "
"2649",2015,"Volvo","XC60","25998","30553","4.7  "
"2650",2012,"Kia","Sorento","11500","58216","3  "
"2651",2015,"Nissan","Murano","22500","28406","4.7  "
"2652",2015,"Chevrolet","Silverado","25000","63000","4.6  "
"2653",2016,"Toyota","Corolla","14487","16977","4.8  "
"2654",2018,"Jeep","Wrangler","26000","5160","4.7  "
"2655",2001,"Audi","TT","6995","85098","5  "
"2656",2007,"Audi","A4","8495","127789","5  "
"2657",2014,"Ford","Fusion","12888","31977","4.7  "
"2658",2009,"Lexus","ES","13777","59447","4.7  "
"2659",2009,"Cadillac","STS","10995","59995","5  "
"2660",2002,"BMW","M3","11977","83401","4  "
"2661",2015,"Chevrolet","Tahoe","27900","92863","4.7  "
"2662",2014,"Hyundai","Accent","9800","31331","4.9  "
"2663",2014,"Buick","Enclave","24998","36896","4.9  "
"2664",2010,"Lincoln","Town","8500","97725","3.1  "
"2665",2016,"Audi","A7","41998","43288","5  "
"2666",2005,"GMC","Yukon","8995","123304",NA
"2667",2015,"Subaru","BRZ","16998","32737","4.8  "
"2668",2014,"Subaru","Forester","16998","62243","4.8  "
"2669",2014,"Lexus","IS","23995","70677","4.6  "
"2670",2013,"BMW","328","19995","36234","4.6  "
"2671",2018,"Volvo","S90","43900","17077","3.1  "
"2672",2018,"Audi","A7","68996","1200","4.6  "
"2673",2017,"INFINITI","Q70L","35895","21074","4.9  "
"2674",2006,"Porsche","Cayenne","7990","142453","4.6  "
"2675",2018,"Nissan","Altima","19156",NA,"4.8  "
"2676",2013,"Jeep","Grand","37499","41466","4.7  "
"2677",2019,"Chevrolet","Traverse","26443",NA,"4.7  "
"2678",2016,"Mercedes","Benz","27307","24157","4.7  "
"2679",2014,"BMW","328","20990","55575","4.9  "
"2680",2016,"Jeep","Grand","34490","23472","4.9  "
"2681",2004,"Lexus","GX","8900","124050","2  "
"2682",2014,"Jeep","Cherokee","19990","60686","4.9  "
"2683",2013,"Chevrolet","Cruze","6599","104059","4.4  "
"2684",2005,"Ford","Mustang","19000","8002","4.7  "
"2685",2012,"Chevrolet","Equinox","9490","99703","4.8  "
"2686",2018,"Ford","Transit","35444","18936","5  "
"2687",2017,"Nissan","Rogue","17998","21412",NA
"2688",2018,"Nissan","Armada","57530",NA,"4.1  "
"2689",2016,"Jeep","Cherokee","18695","34615","4.7  "
"2690",2013,"Toyota","Corolla","9995","92804","5  "
"2691",2016,"Honda","Civic","14488","44500","4.8  "
"2692",2015,"Honda","Accord","15968","30697","4.8  "
"2693",2018,"Nissan","Altima","19102",NA,"4.9  "
"2694",2006,"Mazda","Mazda3","2995","138655","5  "
"2695",2017,"Ford","Escape","18994","30813","3.8  "
"2696",2015,"Toyota","Avalon","22300","44428","4.8  "
"2697",2015,"Toyota","Camry","16350","17994","4.8  "
"2698",2010,"Volkswagen","Passat","5395","134447",NA
"2699",2008,"Toyota","Matrix","5695","96360",NA
"2700",2012,"Kia","Forte","6986","69588","4.8  "
"2701",2008,"Subaru","Impreza","7494","80962","4.6  "
"2702",2015,"Volkswagen","Golf","19299","30978","5  "
"2703",2015,"Volkswagen","Golf","20500","26879","5  "
"2704",1998,"Chevrolet","Corvette","13990","51771","5  "
"2705",2005,"Toyota","RAV4","3850","143582","4.8  "
"2706",2011,"Subaru","Impreza","7495","99917","4.7  "
"2707",2009,"Acura","TSX","7995","72011","4.7  "
"2708",2008,"Jeep","Wrangler","17995","126527","3.6  "
"2709",2018,"Nissan","Altima","17602",NA,"4.8  "
"2710",2002,"Maserati","Spyder","21995","54889","5  "
"2711",2011,"MINI","Cooper","7997","64985","5  "
"2712",2007,"Chevrolet","Avalanche","14990","91058","5  "
"2713",2017,"Ford","F","27168","34278","4.8  "
"2714",2012,"GMC","Sierra","25000","30961","4.8  "
"2715",2019,"Volvo","XC90","62630",NA,"4.5  "
"2716",2009,"Nissan","Versa","1898","143904","4.8  "
"2717",2016,"MINI","Hardtop","18998","45663","3  "
"2718",2009,"Cadillac","Escalade","22900","72180","4.5  "
"2719",2015,"Ford","Expedition","39750","24695","4.8  "
"2720",2014,"Chevrolet","Corvette","42771","13330","4.9  "
"2721",2012,"Kia","Optima","11495","79000","5  "
"2722",2006,"BMW","330","11790","67617","4.8  "
"2723",2012,"MINI","Cooper","13791","26172","4.8  "
"2724",2008,"BMW","M3","20691","132446","4.8  "
"2725",2006,"Acura","MDX","6995","138345","4.2  "
"2726",2011,"MINI","Cooper","6996","106998","3.3  "
"2727",2010,"BMW","528","10995","91000","5  "
"2728",2013,"Acura","MDX","20991","64393","4.8  "
"2729",2016,"Volvo","XC90","41999","31918","4.9  "
"2730",2017,"Mercedes","Benz","35992","57463","4.4  "
"2731",2014,"Porsche","Boxster","45998","29612","4.9  "
"2732",2019,"Jeep","Cherokee","29160",NA,"4.7  "
"2733",2019,"Chrysler","Pacifica","39127",NA,"4.7  "
"2734",2008,"Toyota","Prius","5847","172038","4.9  "
"2735",2016,"Mazda","CX","22941","67323","4.8  "
"2736",2014,"RAM","1500","24999","86286","5  "
"2737",2010,"Subaru","Outback","12991","65912","4.9  "
"2738",2011,"Mercedes","Benz","39995","21866",NA
"2739",2019,"Subaru","Ascent","43532",NA,"4.9  "
"2740",2015,"Honda","Accord","12995","36000","3.5  "
"2741",2017,"Acura","MDX","43988","8191","4.3  "
"2742",2015,"BMW","535","27995","26500","4.8  "
"2743",2019,"Rolls","Royce","372875",NA,"5  "
"2744",2015,"Mercedes","Benz","21457","48048","4.3  "
"2745",2019,"Nissan","Altima","31635",NA,"4.9  "
"2746",2018,"BMW","X3","39998","11985","4.6  "
"2747",2016,"Audi","S7","55995","11419","3.9  "
"2748",2013,"Volkswagen","Passat","9900","35730","4.9  "
"2749",2019,"Acura","RDX","43895",NA,"4.8  "
"2750",2014,"Kia","Sorento","14800","51082","4.8  "
"2751",2018,"Subaru","WRX","27485","9678","4.7  "
"2752",2017,"Jeep","Grand","28000","36529","4.6  "
"2753",2016,"Honda","CR","17000","45691","4.8  "
"2754",2007,"BMW","328","6997","72224",NA
"2755",2016,"Toyota","Tacoma","25998","18951","4.7  "
"2756",2014,"Land","Rover","19990","37588","4.7  "
"2757",2018,"Nissan","Sentra","13900","4733","4.7  "
"2758",2011,"Honda","Civic","5995","116401","4.8  "
"2759",2019,"Subaru","Ascent","43863",NA,"4.7  "
"2760",2015,"Volkswagen","Golf","21487","26606","4.8  "
"2761",2016,"Honda","Pilot","30388","26264","4.8  "
"2762",2016,"Buick","Regal","14990","49110","4.7  "
"2763",2017,"Ford","F","33998","5273","4.8  "
"2764",2015,"Toyota","RAV4","17988","52160","4.7  "
"2765",2012,"Ford","Fusion","12498","37838","4.8  "
"2766",2006,"Jeep","Grand","9999","98189","1  "
"2767",2011,"Jeep","Wrangler","16345","75667","5  "
"2768",2013,"BMW","750","24895","90254","4.9  "
"2769",2011,"Hyundai","Sonata","8995","81103","4.6  "
"2770",2018,"Mercedes","Benz","75495","3030","4.6  "
"2771",2016,"Nissan","Rogue","15988","40132","4.5  "
"2772",2012,"Chevrolet","Cruze","6988","65957","4.5  "
"2773",2014,"Toyota","RAV4","13624","90447","4.8  "
"2774",2018,"Subaru","Crosstrek","24614","2128","4.8  "
"2775",2016,"Lexus","NX","26990","46821","4.9  "
"2776",2010,"Dodge","Challenger","15699","75266","4.4  "
"2777",2007,"Toyota","Sequoia","12799","106989","4.4  "
"2778",2004,"INFINITI","G35","23995","19071",NA
"2779",2012,"Chevrolet","Cruze","5899","96959","4.4  "
"2780",2005,"Toyota","Tacoma","6499","221558","4.4  "
"2781",2018,"Ford","F","62387",NA,"4.6  "
"2782",2016,"RAM","1500","35997","26002","4.6  "
"2783",2010,"Chevrolet","Cobalt","6900","97354",NA
"2784",2014,"Chevrolet","Traverse","16995","74285","5  "
"2785",2016,"Chevrolet","Tahoe","49000","4375","4.9  "
"2786",2015,"Jeep","Grand","26644","21900","4.8  "
"2787",2016,"Volkswagen","Tiguan","16980","32639","4.8  "
"2788",2007,"Land","Rover","7995","149017","5  "
"2789",2017,"Mazda","MX","26995","8426","4.9  "
"2790",2015,"Ford","Fusion","12985","62536","5  "
"2791",2018,"Jeep","Wrangler","50435",NA,"4.7  "
"2792",2015,"Audi","S4","30998","48434",NA
"2793",2016,"Toyota","Tundra","31995","42328","4.9  "
"2794",2011,"Ford","F","24985","52680","5  "
"2795",2008,"Cadillac","DTS","9000","64105","5  "
"2796",1987,"Buick","Regal","39995","15787","4.8  "
"2797",2015,"Audi","A3","16495","41564","5  "
"2798",2016,"Toyota","4Runner","31500","33139","4.8  "
"2799",2017,"Dodge","Grand","16988","42316","3.8  "
"2800",2012,"BMW","X6","19495","102291",NA
"2801",2018,"Ford","F","39386",NA,"4.9  "
"2802",2016,"Volvo","XC90","47999","29956","5  "
"2803",2008,"Chevrolet","Silverado","18975","89385","4.8  "
"2804",2006,"Acura","TSX","5995","165969","5  "
"2805",2014,"Ford","F","18500","59837","4.1  "
"2806",2016,"Mercedes","Benz","33900","46371",NA
"2807",2002,"Dodge","Dakota","1495","222415","4.7  "
"2808",2012,"Volkswagen","Routan","5495","82960","3.8  "
"2809",2018,"Honda","Accord","23415","3719","4.9  "
"2810",2017,"Mercedes","Benz","47886","1468","4.5  "
"2811",2012,"Ford","F","27498","85014","4.5  "
"2812",2016,"Subaru","BRZ","21990","46372","4.6  "
"2813",2016,"Honda","Pilot","24890","33885","4.8  "
"2814",2015,"INFINITI","Q50","24570","37582","4.8  "
"2815",2016,"Ford","F","31121","16065","4.8  "
"2816",2010,"Ford","F","14000","97452","4.8  "
"2817",2015,"Volkswagen","Touareg","29995","33000","5  "
"2818",2016,"Ford","Fusion","17986","35946","4.9  "
"2819",2015,"Volkswagen","e","18995","15567","4.8  "
"2820",2011,"Lexus","LS","22988","70759","4.7  "
"2821",2008,"Toyota","Tundra","13800","114919","4.9  "
"2822",2015,"Chevrolet","Camaro","17998","18015","3  "
"2823",2016,"BMW","X3","32900","32494","3.8  "
"2824",2017,"Cadillac","XT5","32991","20060","4.8  "
"2825",2005,"Chevrolet","Malibu","2490","178897","3  "
"2826",2008,"Jeep","Grand","11995","85595","4.1  "
"2827",2018,"Nissan","Altima","20840",NA,"4.8  "
"2828",2004,"Audi","A4","4499","143017","5  "
"2829",2018,"Audi","A4","39498","9573","4.9  "
"2830",2016,"Jeep","Compass","15730","31500","3.7  "
"2831",2013,"Ford","F","24482","36075","4.8  "
"2832",2010,"Chevrolet","Silverado","8950","93099","5  "
"2833",2013,"Subaru","BRZ","14726","60683","4.8  "
"2834",2014,"Volkswagen","Jetta","14735","25588","4.8  "
"2835",2017,"Chevrolet","Cruze","14900","832","4.7  "
"2836",2016,"Lexus","NX","28300","29960","4.7  "
"2837",2012,"Porsche","911","74985","32285","4.8  "
"2838",2016,"Honda","Accord","16995","39446","3.5  "
"2839",2016,"Nissan","Rogue","16800","24470","4.7  "
"2840",2018,"Ford","F","57765",NA,"4.8  "
"2841",2015,"BMW","228","24798","31470","4.8  "
"2842",2017,"Toyota","Tacoma","24300","7630","4.7  "
"2843",2017,"Chevrolet","Cruze","14100","36656","4.7  "
"2844",2009,"Nissan","Altima","7495","58856","5  "
"2845",2019,"Acura","RDX","48395",NA,"4.8  "
"2846",2016,"Mazda","CX","17998","29210","4.6  "
"2847",2018,"Ford","Expedition","72815",NA,"4.8  "
"2848",2015,"Ford","F","37985","27181","4.7  "
"2849",2014,"Toyota","Tundra","21800","85000","4.7  "
"2850",2014,"Mazda","MX","14797","10216","4.9  "
"2851",2019,"Hyundai","Veloster","20909",NA,"4.9  "
"2852",2019,"Hyundai","Santa","27863",NA,"4.9  "
"2853",2019,"Volvo","XC60","53340",NA,"5  "
"2854",2015,"Volvo","S60","15500","67478","5  "
"2855",2016,"Dodge","Challenger","33995","17356","4.9  "
"2856",2019,"Lincoln","MKZ","44990",NA,"4.9  "
"2857",2016,"Chevrolet","Colorado","21499","44018","4.8  "
"2858",2012,"Honda","Civic","7795","100850",NA
"2859",2013,"Volvo","S80","14500","79919","3.1  "
"2860",2017,"Subaru","WRX","22498","30919","4.8  "
"2861",2015,"Ford","Transit","16798","16414","4.7  "
"2862",2017,"Chevrolet","Silverado","35980","26725","4.8  "
"2863",2015,"Mercedes","Benz","33900","25753","4.8  "
"2864",2015,"Lincoln","MKS","26450","10270","4.6  "
"2865",2015,"Volkswagen","Jetta","13995","43109","4.9  "
"2866",2014,"Audi","A7","29997","60892","4.6  "
"2867",2011,"Mercedes","Benz","15995","54078","4.7  "
"2868",2016,"Mazda","Mazda6","13888","46557","4.6  "
"2869",2006,"Lexus","SC","22598","61311","4.8  "
"2870",2008,"Chevrolet","Colorado","9995","85997","4.7  "
"2871",2015,"BMW","i8","78495","25458","4.9  "
"2872",2015,"Ford","F","26990","55075","4.9  "
"2873",2007,"Hummer","H3","13995","94448","4.6  "
"2874",2004,"GMC","Sierra","8995","135291","4.7  "
"2875",2015,"Nissan","Murano","22988","42914","4.5  "
"2876",2015,"Nissan","Murano","23990","55835","4.9  "
"2877",2006,"Ford","F","17099","90663","4.4  "
"2878",2013,"Ford","Escape","10699","61180","4.4  "
"2879",2011,"Subaru","Outback","11999","70537","4.4  "
"2880",2008,"Chevrolet","Silverado","13499","115818","4.4  "
"2881",2018,"RAM","1500","31495","9526","5  "
"2882",2009,"MINI","Cooper","7241","72443","4.8  "
"2883",2016,"Honda","CR","18141","36045","4.8  "
"2884",2015,"Ford","F","31055","30927","4.8  "
"2885",2016,"Toyota","Sienna","28341","35768","4.8  "
"2886",2013,"Audi","A7","24995","73199","5  "
"2887",2013,"Jeep","Grand","19750","45989","4.9  "
"2888",2011,"Dodge","Ram","17900","111686","4.7  "
"2889",2005,"Chevrolet","Silverado","10995","113899","4.5  "
"2890",2019,"Subaru","Ascent","39026",NA,"4.7  "
"2891",2016,"smart","ForTwo","8488","38028","4.8  "
"2892",2011,"Volkswagen","Tiguan","6999","117540","4  "
"2893",2014,"Kia","Cadenza","14900","57306","5  "
"2894",2018,"Hyundai","Santa","19996","15853","3.8  "
"2895",2017,"Toyota","Camry","15451","39847","3.8  "
"2896",2012,"Honda","CR","12200","87864","4.8  "
"2897",2015,"Toyota","Sienna","22700","37326","4.8  "
"2898",2019,"Subaru","Ascent","39970",NA,"5  "
"2899",2019,"Hyundai","Santa","38243",NA,"4.6  "
"2900",2019,"Toyota","Tacoma","36782",NA,"4.8  "
"2901",2016,"BMW","X4","30989","49561","4.6  "
"2902",2013,"Subaru","BRZ","15448","47858","4.6  "
"2903",2004,"Ford","F","5900","151863","4.7  "
"2904",2017,"Honda","Accord","22899","32925","5  "
"2905",2007,"Mercedes","Benz","16295","99418","5  "
"2906",2008,"Subaru","Forester","7997","67039","5  "
"2907",2000,"GMC","Sonoma","3650","86709","4.8  "
"2908",2010,"Nissan","Sentra","2050","144763","4.8  "
"2909",2008,"Mazda","Mazda5","3995","75214","4.7  "
"2910",2018,"Jeep","Wrangler","46213",NA,"3.9  "
"2911",2015,"Hyundai","Sonata","19929","7465","4.9  "
"2912",2013,"Subaru","Impreza","14745","90435","4.2  "
"2913",2018,"Volvo","S90","37200","604","4.7  "
"2914",2015,"Subaru","Forester","19797","49535","4.5  "
"2915",2019,"Toyota","4Runner","47778",NA,"4.5  "
"2916",2004,"Toyota","Corolla","4992","119379","4.5  "
"2917",2015,"Toyota","Highlander","27303","35469","4.9  "
"2918",2009,"Mercedes","Benz","10997","116601","5  "
"2919",2011,"Suzuki","SX4","6990","87925","4.6  "
"2920",2011,"Kia","Optima","7705","97678","4.8  "
"2921",2006,"Honda","Civic","3000","213178","4.8  "
"2922",2012,"Ford","Fusion","6000","116293","4.8  "
"2923",2015,"Volkswagen","Jetta","13677","41466","4.4  "
"2924",2006,"Buick","Lucerne","8000","45722","5  "
"2925",2007,"Volkswagen","Passat","3995","136995","3.8  "
"2926",2013,"BMW","750","34990","38654","4.8  "
"2927",2008,"Chrysler","300","3991","146462","4.8  "
"2928",2008,"Hummer","H3","22992","37151","4.8  "
"2929",2016,"Toyota","Highlander","25948","21035","4.6  "
"2930",2011,"Lincoln","Town","12995","85114","5  "
"2931",2018,"Mercedes","Benz","61998","5748","4.9  "
"2932",2018,"Nissan","Altima","25090",NA,"4.8  "
"2933",2018,"Nissan","Altima","20590",NA,"4.8  "
"2934",2009,"Honda","Pilot","9991","151103","4.4  "
"2935",2013,"Toyota","RAV4","13423","87298","4.5  "
"2936",2018,"Jeep","Wrangler","44553",NA,"4.7  "
"2937",2019,"Lexus","ES","44994",NA,"4.8  "
"2938",2008,"Nissan","Pathfinder","6995","138006","3.3  "
"2939",2011,"Toyota","Sienna","14990","77137","4.9  "
"2940",2014,"Mazda","CX","19795","35469","4.8  "
"2941",2015,"BMW","650","44485","18126","4.8  "
"2942",2005,"MINI","Cooper","3497","134820","5  "
"2943",2010,"Porsche","Panamera","34695","54209","4.8  "
"2944",2019,"RAM","1500","41289",NA,"4.8  "
"2945",2011,"BMW","335","16995","54572",NA
"2946",2013,"Mercedes","Benz","22998","47526","4.7  "
"2947",2012,"Toyota","Camry","11490","84798","4.7  "
"2948",2016,"Volvo","XC70","31998","24079","4.7  "
"2949",2009,"Mazda","Mazda6","8977","77911","4.8  "
"2950",2017,"Honda","Ridgeline","33764","18840","4.7  "
"2951",2005,"Ford","Expedition","4999","96885",NA
"2952",2015,"Chevrolet","Tahoe","32995","80954","3.9  "
"2953",2012,"Honda","Pilot","13700","87894","4.8  "
"2954",2017,"BMW","X6","52500","7268","4.6  "
"2955",2015,"Ford","F","30000","12620","4.7  "
"2956",2017,"Toyota","Camry","15000","38406","4.8  "
"2957",2012,"Volkswagen","Golf","12385","23152","4.7  "
"2958",2013,"Toyota","Camry","14942","38962","4.8  "
"2959",2006,"Toyota","Highlander","3995","185660","4.2  "
"2960",2019,"BMW","M5","MSRP120695",NA,"4.9  "
"2961",2019,"BMW","M4","85135",NA,"4.9  "
"2962",2014,"Subaru","Outback","13985","72450","4.9  "
"2963",2013,"Chevrolet","Equinox","13980","61805","4.7  "
"2964",2010,"Lexus","IS","14315","54641","4.8  "
"2965",2008,"Audi","S4","17991","46520","3.4  "
"2966",2002,"Subaru","Forester","3650","173447","4.2  "
"2967",2013,"Land","Rover","27490","65150","4.9  "
"2968",2015,"Porsche","Macan","36490","57470","4.9  "
"2969",2005,"Honda","CR","7390","94959","4.9  "
"2970",2017,"INFINITI","Q50","21390","30917","4.9  "
