"","year","make","model","price","mileage","ratings"
"511",2000,"Jeep","Wrangler","9995","104498","4.6  "
"512",2015,"RAM","1500","20990","46610","4.9  "
"513",2011,"Volkswagen","Touareg","12742","82889","4.8  "
"514",2019,"Genesis","G70","51965",NA,"4  "
"515",2013,"Ford","Explorer","18995","54267","5  "
"516",2015,"Volkswagen","Golf","17984","32850","4.3  "
"517",2016,"Toyota","Camry","15900","39476","3.8  "
"518",2010,"Toyota","Highlander","18991","40753","4.8  "
"519",1990,"Ferrari","348","52990","33551","3.3  "
"520",2017,"Acura","MDX","36872","18047","4.8  "
"521",2015,"BMW","X5","32900","37195","3.8  "
"522",2004,"Volkswagen","GTI","6990","44330","3  "
"523",2018,"Jeep","Grand","27580","19061","4.7  "
"524",2018,"smart","ForTwo","27080",NA,"4.4  "
"525",2012,"Toyota","Sienna","11491","171505","4.4  "
"526",2010,"Honda","Odyssey","7991","92003","4.4  "
"527",2014,"Ford","Escape","14000","30384","4.5  "
"528",2018,"Audi","S5","48498","12650","4.9  "
"529",2014,"INFINITI","QX80","25755","106128","4.4  "
"530",2017,"BMW","530","43990","9854","4.9  "
"531",2010,"Ford","F","14995","131221","3  "
"532",2018,"Lincoln","Navigator","102020",NA,"4.9  "
"533",2006,"Ford","F","11950","84000",NA
"534",2016,"Toyota","Camry","13995","24152","3.5  "
"535",2011,"Cadillac","DTS","6797","125950","5  "
"536",2014,"Mercedes","Benz","18998","32002","5  "
"537",2005,"Chrysler","PT","3999","69000","5  "
"538",2007,"Toyota","FJ","17495","110745","5  "
"539",2018,"Audi","Q5","37690","4659","4.8  "
"540",2005,"Jeep","Wrangler","14998","85401","5  "
"541",2018,"Audi","A8","64990","2621","4.8  "
"542",2016,"Honda","CR","19712","13419","4.7  "
"543",2013,"Dodge","Challenger","10998","93870","4.9  "
"544",2017,"Porsche","718","64690","8794","3  "
"545",2013,"BMW","M5","44990","16374","3  "
"546",2014,"Volkswagen","Jetta","7900","70739","4.9  "
"547",2015,"Ford","F","28900","17619","4.8  "
"548",2014,"Lexus","RX","23000","55366","4.8  "
"549",2012,"Mitsubishi","Eclipse","7995","23112","3.3  "
"550",2015,"GMC","Acadia","22999","38832","4.6  "
"551",2012,"Jeep","Wrangler","16500","54992","4.7  "
"552",2015,"Chevrolet","Silverado","25000","41769","4.7  "
"553",2017,"Ford","Edge","27396","33113","4.9  "
"554",2015,"BMW","M5","56987","20728","4.9  "
"555",2004,"Mercedes","Benz","7995","95406","4  "
"556",2013,"Audi","A5","16997","97359","4.7  "
"557",2008,"Maserati","GranTurismo","27699","60500",NA
"558",2012,"Volkswagen","Jetta","7987","66397","4.9  "
"559",2001,"BMW","325","6500","75401","3.1  "
"560",2005,"Mercedes","Benz","6000","115047","3.1  "
"561",2005,"Lexus","LX","14000","147792","3.1  "
"562",2006,"Acura","MDX","10250","67627","3.1  "
"563",2014,"Volkswagen","Jetta","13900","27141","4.5  "
"564",2004,"Lincoln","Town","7998","59109","4.9  "
"565",2011,"Land","Rover","15990","50520","4.7  "
"566",2015,"Subaru","Impreza","14998","30318","4.8  "
"567",2010,"Toyota","Highlander","14488","71512","4.7  "
"568",2010,"Dodge","Ram","21988","136598","4.7  "
"569",2005,"Dodge","Ram","4995","235000","4.7  "
"570",2016,"BMW","X5","68888","30151","4.9  "
"571",2008,"Ford","Explorer","5590","146064","4.9  "
"572",2012,"Lexus","IS","17495","66002","4.6  "
"573",2013,"Audi","A5","19995","52761","4.6  "
"574",2017,"Jeep","Patriot","14976","38213","4.5  "
"575",2003,"Honda","S2000","13991","123400","3.4  "
"576",2006,"Bentley","Continental","35990","60649",NA
"577",2013,"Lexus","LS","27500","110061","4.8  "
"578",2008,"Jeep","Liberty","4995","164857","4.5  "
"579",2017,"Toyota","Highlander","29499","9111","4.8  "
"580",2013,"Ford","Edge","12799","67613","4.4  "
"581",2002,"Toyota","4Runner","4495","149219","4.4  "
"582",2010,"Lexus","IS","9399","121084","4.4  "
"583",2011,"Subaru","Outback","8995","123253","5  "
"584",2002,"Toyota","Camry","4495","91289","5  "
"585",2017,"Subaru","Outback","21995","30008","5  "
"586",1995,"Chevrolet","Caprice","7995","89850",NA
"587",2013,"Cadillac","CTS","16900","45541","5  "
"588",2018,"Honda","Accord","24252","4212","4.9  "
"589",2017,"Ford","F","62900","1736","4.7  "
"590",2013,"Ford","F","17500","71022","4.9  "
"591",2017,"Toyota","Camry","14975","35411","5  "
"592",2016,"Porsche","Cayenne","39888","38200","4.8  "
"593",2018,"Nissan","Rogue","22788","2410","4.9  "
"594",2015,"Nissan","Rogue","14688","21979","4.9  "
"595",2018,"Toyota","Corolla","17795","2772","4.8  "
"596",2014,"Toyota","Corolla","7950","72332","1  "
"597",2010,"Subaru","Forester","7950","83550","1  "
"598",2015,"GMC","Yukon","44877","43709","4.1  "
"599",2006,"Chevrolet","Impala","5877","68232","4.1  "
"600",2012,"Porsche","911","59888","19042","5  "
"601",2009,"Subaru","Forester","5533","124806","4.6  "
"602",2012,"Porsche","Panamera","30000","60212","4.7  "
"603",2014,"Volkswagen","Jetta","13400","62485","4.8  "
"604",2007,"Honda","CR","6988","154189","5  "
"605",2014,"Subaru","Impreza","13995","33744","5  "
"606",2004,"Chevrolet","Colorado","3950","147395","4.8  "
"607",2014,"Land","Rover","44950","71614","4  "
"608",2006,"Toyota","Highlander","7995","118603","4.6  "
"609",2006,"Audi","A4","7650","80000","5  "
"610",2007,"Toyota","Sienna","4992","177921","4.5  "
"611",2017,"RAM","1500","29995","30429","5  "
"612",2008,"Ford","F","13495","99487","5  "
"613",1993,"Chevrolet","Corvette","4999","180465","4.8  "
"614",2009,"Mitsubishi","Lancer","9990","96753","5  "
"615",2004,"Jeep","Wrangler","8000","185311","4.8  "
"616",2004,"Dodge","Ram","4598","83440","4.8  "
"617",2015,"Toyota","Tacoma","23467","46816","4.8  "
"618",1995,"Ford","F","3000","87122","4.8  "
"619",2008,"Ford","F","22000","39339","5  "
"620",2006,"Toyota","4Runner","11990","149384","4.8  "
"621",1984,"Cadillac","Seville","2995","83936","4.2  "
"622",2018,"smart","ForTwo","25260",NA,"4.9  "
"623",2013,"Honda","Civic","10000","83091","4.8  "
"624",2005,"Nissan","Murano","4200","137000","4.8  "
"625",2016,"Jeep","Wrangler","26991","60302","4.4  "
"626",2018,"smart","ForTwo","26490",NA,"4.4  "
"627",2016,"Ford","F","33998","37466","4.6  "
"628",2015,"Chevrolet","Silverado","23547","27168","3.9  "
"629",2018,"Jeep","Grand","29610","5132","4.7  "
"630",2016,"Ford","F","34990","35672","4.9  "
"631",2018,"Cadillac","XTS","43990","13142","4.9  "
"632",2009,"Lexus","GX","13900","142487","4.8  "
"633",2013,"Ford","Focus","9999","29528","4.9  "
"634",2004,"Ford","Explorer","5450","150000",NA
"635",2015,"Audi","S5","31995","25646","4.8  "
"636",2017,"Volkswagen","Golf","18798","22110","4.8  "
"637",2014,"Jaguar","F","37698","44878","4.8  "
"638",2013,"BMW","M6","47895","17850","4.8  "
"639",2013,"Chevrolet","Camaro","34500","18900","4.9  "
"640",2015,"Honda","CR","13900","145311","5  "
"641",2018,"Audi","Q5","42990","5452","4.8  "
"642",2015,"INFINITI","QX60","23888","72659","4.8  "
"643",2018,"Audi","A4","38548","2999","4.8  "
"644",2006,"Honda","CR","7388","106035","4.7  "
"645",2009,"Acura","TL","6998","151747","4.7  "
"646",2007,"Honda","Accord","7337","86370","4.7  "
"647",2006,"Jeep","Wrangler","6495","163484","3.9  "
"648",2018,"Ford","F","30500","19630","4.6  "
"649",2016,"Honda","Civic","14800","37208","4.8  "
"650",2017,"INFINITI","Q70L","39800","9667","3  "
"651",2015,"BMW","X5","39873","29518","4.9  "
"652",2018,"INFINITI","QX30","23950","12180","5  "
"653",2018,"Lincoln","Navigator","100025",NA,"4.9  "
"654",2017,"Ford","F","42588","23967","4.8  "
"655",2008,"Audi","TT","13995","70740","5  "
"656",2015,"Mercedes","Benz","59595","21807","4.8  "
"657",2009,"Subaru","Forester","9500","92056","3.1  "
"658",2008,"Porsche","Cayenne","13990","98510","4.7  "
"659",2006,"Toyota","4Runner","18990","69572","4.7  "
"660",2015,"Toyota","Corolla","12899","11913","4.7  "
"661",2011,"Acura","MDX","14980","83529","4.7  "
"662",2014,"Mercedes","Benz","29491","11649","4.7  "
"663",2017,"Mercedes","Benz","45995","4814","4.9  "
"664",2013,"Maserati","GranTurismo","46995","42466","4.9  "
"665",2009,"Ford","F","11995","38038","4.6  "
"666",2014,"Lexus","LX","42998","68322","4.8  "
"667",2009,"Toyota","Camry","6995","132968","4.8  "
"668",2012,"Subaru","Impreza","11990","60482","4.9  "
"669",2011,"BMW","M3","28991","73124","3.4  "
"670",2007,"Jeep","Wrangler","13900","74278","5  "
"671",2003,"Jeep","Wrangler","8500","117516","5  "
"672",2014,"Jeep","Wrangler","23772","50191","4.7  "
"673",2010,"Ford","Crown","3999","188189","4.2  "
"674",2009,"Subaru","Outback","9925","84292","4.8  "
"675",2006,"Porsche","911","35990","69453","4.9  "
"676",2014,"Toyota","4Runner","24951","81589","4.8  "
"677",2010,"Volvo","XC90","15495","83009",NA
"678",2014,"Volvo","XC90","28995","27600",NA
"679",2015,"Buick","LaCrosse","21000","20963","4.9  "
"680",2018,"Ford","F","40900","7472","4.7  "
"681",2011,"Maserati","GranTurismo","40944","45326","5  "
"682",2016,"Toyota","Tacoma","26499","27982","4.7  "
"683",2008,"Ford","F","10877","24669","5  "
"684",2008,"INFINITI","G35","9988","81307","4.9  "
"685",2012,"Chevrolet","Corvette","27888","18961","4.8  "
"686",2009,"Ford","Focus","2900","152564",NA
"687",2007,"Dodge","Caliber","3200","122289",NA
"688",2006,"Mercedes","Benz","3995","163552","3.7  "
"689",2018,"Acura","TLX","35500","10006","4.8  "
"690",2008,"Ford","Ranger","12999","61607","5  "
"691",2008,"Ford","F","20999","87190","5  "
"692",2008,"Nissan","350Z","15995","48139","4.2  "
"693",2008,"Jeep","Commander","8995","77844",NA
"694",2012,"Subaru","Impreza","6950","81272","1  "
"695",2004,"Dodge","Ram","6900","57289",NA
"696",2014,"Jeep","Grand","17800","102475","4.5  "
"697",2013,"Ford","Explorer","18300","36310","3.8  "
"698",2016,"Ford","Focus","29900","23115","3.8  "
"699",2018,"Lincoln","Navigator","99240",NA,"4.9  "
"700",2012,"INFINITI","G37","14200","50475","4.9  "
"701",2017,"Jeep","Grand","28398","39814","4.9  "
"702",2013,"BMW","M3","43792","43298","4.7  "
"703",2012,"Audi","Q5","16999","51665","5  "
"704",2004,"BMW","Z4","9990","79512","5  "
"705",1990,"GMC","1500","12995","98860","5  "
"706",2005,"Ford","Focus","1550","112298","4.8  "
"707",2006,"Lexus","LX","16795","139448","4.3  "
"708",2003,"Chevrolet","Silverado","2995","148322","4.2  "
"709",2016,"GMC","Sierra","29198","31222","4.9  "
"710",2008,"Honda","CR","5990","167000","5  "
"711",2015,"BMW","435","24992","38919","4.5  "
"712",2013,"Jeep","Patriot","7410","89085","3.8  "
"713",2014,"Lexus","GX","32987","56616","4.5  "
"714",2013,"Audi","S4","22497","82817","5  "
"715",2007,"Subaru","B9","1998","200463","4.8  "
"716",2009,"Chevrolet","Malibu","5000","93239","4.8  "
"717",2003,"Chevrolet","Blazer","1498","203014","4.8  "
"718",2004,"Ford","Freestar","598","166570","4.8  "
"719",2015,"Ford","F","25973","55407","4.8  "
"720",2006,"Land","Rover","12950","103200","4.8  "
"721",2015,"RAM","1500","19595","47777","4.8  "
"722",2005,"Toyota","Highlander","9981","62474","4.3  "
"723",1992,"Nissan","300ZX","4500","179763","4.2  "
"724",2007,"Land","Rover","11999","105000",NA
"725",2008,"Jeep","Wrangler","18990","43420","4.8  "
"726",2012,"Toyota","Prius","13890","69944","4.8  "
"727",2011,"Porsche","Cayenne","21991","96839","4.8  "
"728",2011,"Nissan","370Z","16593","56478","4.8  "
"729",2015,"Volkswagen","Golf","19287","29943","4.8  "
"730",1993,"Cadillac","DeVille","2995","112806","4.2  "
"731",2018,"smart","ForTwo","27330",NA,"4.9  "
"732",2010,"Chevrolet","Silverado","17991","60049","4.4  "
"733",2010,"Honda","CR","12200","75928","4.4  "
"734",2013,"RAM","1500","21500","113200","4.4  "
"735",2006,"Chrysler","Pacifica","4499","82591","5  "
"736",2018,"Land","Rover","35998","9640","4.9  "
"737",2004,"Jeep","Wrangler","9495","157824","5  "
"738",2008,"Honda","Pilot","6497","138633","4.9  "
"739",2008,"INFINITI","G35","6197","182829","4.9  "
"740",2016,"Volkswagen","Golf","28991","35443","4.9  "
"741",2010,"Ford","F","14995","89434","3.3  "
"742",2015,"Porsche","Cayenne","45991","22290","4.9  "
"743",2002,"Lexus","ES","2995","172638","4.4  "
"744",2010,"Saab","9","8530","66810","4.8  "
"745",2007,"Acura","MDX","6888","205108","4.3  "
"746",2014,"Nissan","GT","126995","1917","4.8  "
"747",2017,"Porsche","911","99898","7946","4.8  "
"748",2013,"BMW","M3","39698","39162","4.8  "
"749",2017,"BMW","X1","29498","24006","4.7  "
"750",2013,"Toyota","Highlander","20591","93172","4.7  "
"751",2015,"Lexus","IS","26991","50811","4.8  "
"752",2004,"Toyota","Camry","4490","126361","4.8  "
"753",2018,"Audi","S4","48988","16691","4.8  "
"754",2014,"Audi","A4","14957","49625","4.3  "
"755",2007,"Chevrolet","Silverado","3995","188742","4  "
"756",2015,"Jeep","Grand","28998","19623","4.9  "
"757",2013,"Ford","Edge","14457","51725","4.3  "
"758",2010,"Porsche","Cayenne","14457","80851","4.3  "
"759",2015,"Jeep","Renegade","17998","29101","4.9  "
"760",2004,"Nissan","Titan","9499","84820","5  "
"761",2017,"Chevrolet","Camaro","54498","8309","3.5  "
"762",2016,"Ford","Escape","11855","97302","3.9  "
"763",2009,"Nissan","Versa","4899","93377","3.5  "
"764",2016,"Mercedes","Benz","69495","45320","3.9  "
"765",2015,"Ford","F","25725","45439","4.8  "
"766",2016,"Honda","Pilot","26000","55426","4.6  "
"767",2017,"BMW","X1","30000","35923","4.6  "
"768",2018,"Ford","F","38500","21191","4.6  "
"769",2013,"Ford","F","13999","75394","5  "
"770",2007,"Honda","Accord","6000","97056","5  "
"771",2009,"Toyota","Venza","10000","116850","5  "
"772",2017,"Chevrolet","Corvette","77000","1796","4.7  "
"773",2017,"Porsche","911","88498","6837","4.9  "
"774",2014,"FIAT","500L","9950","27079","4.9  "
"775",2012,"Ford","Fusion","8500","53845","4.9  "
"776",2018,"Toyota","Tacoma","27998","5511",NA
"777",2014,"Porsche","Cayman","36998","50480","4.6  "
"778",2002,"Nissan","Xterra","4250","109556","3.1  "
"779",2007,"Acura","RDX","10000","91203","3.1  "
"780",2007,"Cadillac","Escalade","12995","145472","4  "
"781",2003,"Ford","F","11995","66639","5  "
"782",2012,"Volkswagen","Passat","7500","81320","5  "
"783",2008,"Toyota","Highlander","9988","146474","4.8  "
"784",2018,"Toyota","Camry","24898","19302","5  "
"785",2015,"BMW","535d","29490","58813","4.9  "
"786",2007,"Saturn","Ion","3999","115906","4.4  "
"787",2000,"Mercedes","Benz","3299","146204","4.4  "
"788",2012,"Mercedes","Benz","24699","58949","4.4  "
"789",2007,"Saturn","Ion","4595","65013","5  "
"790",2014,"Chevrolet","Camaro","16677","25604","4.7  "
"791",2013,"Mercedes","Benz","38950","57110","4.7  "
"792",2015,"Subaru","WRX","22900","42256","4.7  "
"793",2007,"Jeep","Grand","9999","91000","5  "
"794",2013,"Ford","F","29695","46000","4.8  "
"795",2015,"Mazda","Mazda3","13588","37608","4.8  "
"796",2018,"Toyota","Tacoma","35050",NA,"4.9  "
"797",2004,"Dodge","Ram","7400","106041",NA
"798",2016,"Chevrolet","Corvette","39995","3800","4.2  "
"799",2006,"Saab","9","6895","62854",NA
"800",2013,"INFINITI","G37","17298","63004","4.8  "
"801",2012,"Nissan","Altima","8900","61625","4.8  "
"802",2013,"Mercedes","Benz","38900","50195","5  "
"803",2014,"Porsche","911","95000","5051","5  "
"804",2017,"Volkswagen","Golf","21694","37433","5  "
"805",2003,"Mitsubishi","Eclipse","1750","142721","4.8  "
"806",2004,"Saab","9","1995","157258","4.7  "
"807",2007,"Jeep","Wrangler","12995","93027",NA
"808",2009,"Ford","Focus","4995","58444","4.7  "
"809",2006,"Acura","MDX","8350","135186","4.7  "
"810",2013,"Mazda","CX","9495","127334","4.2  "
"811",2008,"Honda","Accord","3950","189000","5  "
"812",2006,"Chevrolet","TrailBlazer","3992","147870","4.5  "
"813",2010,"Dodge","Ram","20900","55253","5  "
"814",2019,"Genesis","G70","48115",NA,"4  "
"815",2013,"BMW","528","14777","88454","2.9  "
"816",2015,"Mercedes","Benz","41848","30000","4.6  "
"817",2017,"Acura","TLX","24200","23885","4.7  "
"818",2018,"smart","ForTwo","28140",NA,"4.9  "
"819",2015,"Mercedes","Benz","22998","37019","4.9  "
"820",2012,"Land","Rover","28950","50530","3.8  "
"821",2016,"Ford","Explorer","20987","66957","4.4  "
"822",2013,"Mercedes","Benz","14990","74115","2.8  "
"823",2018,"Cadillac","Escalade","63298","17124","4.4  "
"824",2018,"smart","ForTwo","29740",NA,"4.4  "
"825",2014,"Volvo","XC60","19500","63760","4.4  "
"826",2016,"Nissan","370Z","32995","2039","5  "
"827",2013,"Audi","A3","18498","46109","4.9  "
"828",2018,"Audi","Q5","36998","13224","4.9  "
"829",2018,"Ford","Explorer","35655","16856","4.9  "
"830",2018,"Jeep","Grand","37299",NA,"4.7  "
"831",2010,"Maserati","Quattroporte","31000","27600","5  "
"832",2001,"BMW","325","3995","119948","4.4  "
"833",2013,"Mercedes","Benz","23995","33651","5  "
"834",2018,"Lexus","IS","39988","926","4.9  "
"835",2016,"Land","Rover","59995","19230","4.8  "
"836",2014,"Mercedes","Benz","36895","45589","4.8  "
"837",2019,"BMW","M5","118595",NA,"4.8  "
"838",2015,"BMW","335","24990","30976","4.8  "
"839",2018,"Acura","TLX","35898","4393","4.3  "
"840",2016,"Volkswagen","Tiguan","17100","19844","4.7  "
"841",2014,"BMW","i3","17998","38808","4.7  "
"842",2005,"Chrysler","Pacifica","4289","88649","5  "
"843",2009,"Acura","TSX","9898","77536","4.7  "
"844",2012,"Volvo","S60","12750","69114","4.9  "
"845",2010,"Mazda","Mazda6","5995","104950","3.9  "
"846",2016,"Ford","F","32900","20478","4.8  "
"847",2016,"Honda","CR","15000","11086","4.7  "
"848",2016,"Ford","F","34500","26269","4.6  "
"849",2017,"Dodge","Challenger","28500","25833","4.6  "
"850",2014,"Ford","Explorer","17900","55286","4.8  "
"851",2016,"BMW","X1","28000","18441","4.6  "
"852",2015,"Toyota","Highlander","25800","48019","4.8  "
"853",2012,"Scion","xB","8999","50454","4.1  "
"854",2015,"BMW","328","20599","25087","4.4  "
"855",2006,"Honda","Civic","8495","88192","5  "
"856",2011,"Audi","Q7","16000","90921","5  "
"857",2017,"Lexus","RX","45998","10136","4.9  "
"858",2012,"Volkswagen","Jetta","10995","78000","5  "
"859",2013,"Nissan","Murano","9900","92898","4.7  "
"860",2010,"Nissan","Murano","11399","78688","4.7  "
"861",2015,"Lexus","GS","26883","41315","4.8  "
"862",2013,"Chevrolet","Corvette","31904","4128","4.8  "
"863",2019,"Porsche","911","296789",NA,"5  "
"864",2010,"Hyundai","Genesis","7995","90163","4  "
"865",2016,"Toyota","Corolla","13488","34211","4.7  "
"866",2014,"Audi","A4","16474","78424","4.7  "
"867",2016,"Honda","Pilot","30998","48632","4.7  "
"868",2017,"Toyota","Camry","15988","39958","4.7  "
"869",2015,"Mercedes","Benz","21988","49200","4.7  "
"870",2015,"Mercedes","Benz","24890","21928","4.7  "
"871",2015,"Toyota","Venza","20740","8813","4.7  "
"872",2016,"Honda","Pilot","34995","20699","4.9  "
"873",2012,"RAM","1500","19490","44327","4.9  "
"874",2010,"Ford","Explorer","24995","47985",NA
"875",2002,"Honda","Civic","7991","53038","3.4  "
"876",2004,"Volkswagen","Phaeton","16991","58933","3.4  "
"877",2013,"Volvo","S60","14987","53006","4.5  "
"878",2005,"Ford","Escape","5500","93931","5  "
"879",2014,"Chevrolet","Corvette","44925","17447","4.7  "
"880",2014,"BMW","X3","23488","25598","4.7  "
"881",2017,"Nissan","Armada","27990","51166","4.9  "
"882",2014,"RAM","2500","23925","26288","4.7  "
