"","Ratings","Year","Make","Model","Price","Mileage"
"2463","4.5  ",2018,"Honda","Accord","26675",NA
"2464","4.7  ",2016,"Audi","A3","24922","9697"
"2465","4.7  ",2019,"INFINITI","QX50","48820",NA
"2466","4.9  ",2018,"Mazda","CX","41405",NA
"2467","4.6  ",2018,"Volvo","V90","58925",NA
"2468","4.9  ",2014,"Cadillac","XTS","21998","63282"
"2469","4.9  ",2018,"Mitsubishi","Outlander","22535",NA
"2470","4.7  ",2016,"Toyota","Highlander","28425","34862"
"2471","4.7  ",2011,"Land","Rover","15990","50520"
"2472","4.8  ",2017,"Chevrolet","Silverado","35980","26725"
"2473","4.9  ",2015,"Subaru","Impreza","15880","35551"
"2474","5  ",2005,"Ford","Escape","4995","93931"
"2475","4.6  ",2018,"Ford","Mustang","30690","2661"
"2476","4.6  ",2019,"Ford","Fusion","21881",NA
"2477","4.6  ",2018,"Ford","Explorer","38334",NA
"2478","4.8  ",2018,"Honda","Accord","26675",NA
"2479","4.8  ",2018,"Chevrolet","Colorado","30752","11798"
"2480","4.7  ",2018,"Dodge","Charger","41830",NA
"2481","4.9  ",2019,"Ford","F","46311",NA
"2482","5  ",2016,"Ford","Transit","17667","45590"
"2483","4.8  ",2015,"Volkswagen","Jetta","12880","28313"
"2484","4.7  ",2018,"GMC","Yukon","57565",NA
"2485","3.3  ",2018,"Nissan","Kicks","21065",NA
"2486","3.9  ",2018,"Toyota","Sienna","50183",NA
"2487","4.7  ",2018,"Hyundai","Sonata","19798",NA
"2488","4.2  ",2015,"Nissan","Sentra","9985","35796"
"2489","4.9  ",2017,"Honda","Civic","18054","1143"
"2490","4.9  ",2015,"GMC","Terrain","21645","38456"
"2491","4.8  ",2014,"Lexus","RX","25989","48944"
"2492","5  ",2018,"Jeep","Compass","30374",NA
"2493","5  ",2012,"Jeep","Wrangler","21900","108000"
"2494","4.8  ",2016,"Porsche","Cayenne","47888","38200"
"2495","5  ",2015,"Hyundai","Sonata","20718","18618"
"2496","4.9  ",2002,"Chrysler","Prowler","25595","17689"
"2497","4.7  ",2016,"Toyota","Highlander","32853","12556"
"2498","4.9  ",2010,"Ford","Mustang","16500","51261"
"2499","4.8  ",2018,"Chevrolet","Cruze","22447",NA
"2500","4.8  ",2018,"Chevrolet","Malibu","22996",NA
"2501","4.6  ",2018,"BMW","340","62985",NA
"2502","4.9  ",2019,"Jeep","Cherokee","35065",NA
"2503","5  ",1990,"GMC","1500","12995","98860"
"2504","4.9  ",2016,"Honda","Odyssey","22831","23381"
"2505","4.6  ",2019,"Hyundai","Santa","32525",NA
"2506","4.6  ",2019,"Hyundai","Santa","30255",NA
"2507","4.6  ",2019,"Hyundai","Santa","28170",NA
"2508","4.7  ",2019,"Kia","Sportage","24047",NA
"2509","4.8  ",2018,"Chevrolet","Volt","39930",NA
"2510","4.8  ",2019,"Lexus","ES","49368",NA
"2511","4.9  ",2018,"Kia","Sportage","25818",NA
"2512","5  ",2007,"Toyota","Sienna","10995","55589"
"2513","4.8  ",2018,"Honda","Civic","24145",NA
"2514","4.8  ",2018,"Honda","Accord","26675",NA
"2515","2.9  ",2013,"BMW","528","14777","88454"
"2516","4.8  ",2008,"Kia","Rondo","4493","90681"
"2517","3  ",2008,"Toyota","Prius","2990","266012"
"2518","4.6  ",2017,"Mercedes","Benz","59848","61292"
"2519","4.5  ",2019,"MINI","Hardtop","31365",NA
"2520","4.8  ",2013,"Jeep","Wrangler","24583","57788"
"2521",NA,2018,"Mitsubishi","Outlander","24425",NA
"2522","3.8  ",2018,"Land","Rover","60304",NA
"2523","4.2  ",1984,"Cadillac","Seville","2995","83936"
"2524",NA,2018,"Mitsubishi","Eclipse","22297",NA
"2525",NA,2017,"Mitsubishi","Lancer","18987",NA
"2526","4.9  ",2018,"Honda","HR","24895",NA
"2527","4.8  ",2016,"Ford","Explorer","26999","35495"
"2528","5  ",2016,"Mercedes","Benz","93994","24888"
"2529","4.8  ",2018,"Ford","F","55495",NA
"2530","4.5  ",2016,"Toyota","Corolla","13426","32564"
"2531","4.9  ",2017,"Subaru","Forester","26998","30306"
"2532","3.8  ",2019,"Chevrolet","Equinox","31740",NA
"2533","4.7  ",2014,"Jeep","Grand","21910","42291"
"2534","4.4  ",2018,"Volkswagen","Passat","26680",NA
"2535","4.9  ",2008,"Honda","Pilot","6450","138633"
"2536","4.9  ",2016,"Ford","Escape","19998","24781"
"2537","4.3  ",2019,"Acura","RDX","48795",NA
"2538","4.8  ",2018,"Ford","Escape","26930",NA
"2539","4.9  ",2019,"Volvo","XC90","61990",NA
"2540","4.8  ",2010,"Maserati","GranTurismo","41985","19115"
"2541","4.8  ",2014,"Toyota","Highlander","31950","29385"
"2542","4.8  ",2018,"Ford","F","37760",NA
"2543","5  ",2011,"Honda","Ridgeline","18995","51474"
"2544","4.9  ",2019,"Jeep","Cherokee","24696",NA
"2545","4.9  ",2019,"Jeep","Compass","26506",NA
"2546","4.9  ",2019,"Volkswagen","Jetta","17654",NA
"2547","5  ",2018,"Jeep","Grand","44530",NA
"2548","4.8  ",2019,"Subaru","Ascent","39430",NA
"2549","4.8  ",2019,"Subaru","Ascent","39430",NA
"2550","4  ",2018,"Alfa","Romeo","45490",NA
"2551","4.7  ",2018,"Jeep","Wrangler","50079",NA
"2552","4.7  ",2018,"Jeep","Wrangler","36977","13436"
"2553","5  ",2010,"Subaru","Outback","8995","101615"
"2554",NA,2011,"MINI","Cooper","6000","78951"
"2555","4.9  ",2019,"Lincoln","MKC","50655",NA
"2556",NA,1996,"Ford","F","5500","146558"
"2557","4.9  ",2019,"Lincoln","MKC","44685",NA
"2558","4.9  ",2019,"Lincoln","MKC","44685",NA
"2559","4.8  ",2018,"Ford","Edge","38739",NA
"2560",NA,2004,"Ford","Mustang","4995","79391"
"2561","4.6  ",2018,"Volvo","S90","61090",NA
"2562","3.1  ",2009,"Ford","Mustang","15000","58195"
"2563","4.8  ",2018,"Ford","Explorer","47225",NA
"2564","4.9  ",2019,"Lincoln","MKC","46520",NA
"2565","4.9  ",2018,"Mitsubishi","Outlander","25155",NA
"2566","4.7  ",2016,"Toyota","RAV4","22054","40400"
"2567","5  ",2014,"Chevrolet","Silverado","25000","91745"
"2568","4.7  ",2017,"Jeep","Grand","29820","27220"
"2569","4.8  ",2019,"Lexus","ES","52335",NA
"2570","4.6  ",2014,"Mercedes","Benz","18995","28935"
"2571","4.8  ",2016,"Ford","Explorer","27391","38484"
"2572","4.3  ",2015,"Nissan","Leaf","11500","16868"
"2573","4.7  ",2018,"Hyundai","Kona","23899",NA
"2574","4.7  ",2018,"Hyundai","Tucson","23532",NA
"2575","4.7  ",2018,"Hyundai","Tucson","25521",NA
"2576","4.8  ",2016,"Toyota","Highlander","27699","26361"
"2577","4.4  ",2009,"Mazda","CX","8599","88298"
"2578","4.4  ",2010,"Honda","CR","7499","105615"
"2579","4.4  ",2007,"Saturn","Ion","3799","115906"
"2580","5  ",2016,"Honda","CR","22531","18203"
"2581","4.9  ",2018,"Ford","F","47155",NA
"2582","4.8  ",2009,"Honda","Accord","8998","81692"
"2583","5  ",2011,"Audi","A4","11900","60122"
"2584","3.9  ",2018,"Toyota","Tundra","38538",NA
"2585","4.7  ",2018,"Hyundai","Tucson","21767",NA
"2586","4.4  ",2018,"Toyota","RAV4","29367",NA
"2587","4.9  ",2014,"RAM","1500","27885","54234"
"2588","4.9  ",2018,"Volvo","XC90","60540",NA
"2589","5  ",2017,"Dodge","Grand","27446",NA
"2590","4.8  ",2018,"Mazda","CX","27986",NA
"2591","4.6  ",2018,"Chevrolet","Corvette","78165",NA
"2592","4.8  ",2018,"Mazda","CX","28965",NA
"2593","3.7  ",2018,"Hyundai","Sonata","19563",NA
"2594","4.9  ",2017,"Dodge","Charger","36990","13800"
"2595","4.9  ",2018,"Ford","Explorer","41336",NA
"2596","5  ",2018,"Kia","Niro","25555",NA
"2597","5  ",2005,"Hyundai","Santa","5995","54800"
"2598",NA,2004,"Dodge","Ram","6900","57289"
"2599","4.9  ",2012,"GMC","Terrain","9500","125550"
"2600","5  ",2019,"Chevrolet","Traverse","38873",NA
"2601","4.6  ",2017,"BMW","X1","29878","32812"
"2602","4.8  ",2018,"Nissan","Altima","19400","2086"
"2603","4.8  ",2018,"Audi","A4","50075",NA
"2604","4.9  ",2018,"Jeep","Wrangler","51360",NA
"2605","5  ",1986,"Pontiac","Fiero","4995","53000"
"2606","4.8  ",2019,"Ford","F","75383",NA
"2607","3.8  ",2016,"Ford","F","38000","17871"
"2608",NA,2017,"Mercedes","Benz","62275",NA
"2609","4.9  ",2017,"Honda","Accord","21167","23233"
"2610","4.9  ",2015,"Nissan","Altima","13989","31364"
"2611","4.6  ",2018,"Nissan","Maxima","33300",NA
"2612","4.8  ",2018,"Mazda","CX","30443",NA
"2613","4.7  ",2019,"Kia","Optima","19804",NA
"2614","4.6  ",2018,"Hyundai","Elantra","19375",NA
"2615","4.9  ",2019,"Kia","Sorento","37157",NA
"2616","4.9  ",2018,"Kia","Sedona","31611",NA
"2617","5  ",2001,"BMW","M5","24997","97058"
"2618","4.9  ",2013,"Hyundai","Sonata","7637","133475"
"2619","4.9  ",2018,"Nissan","Rogue","27100",NA
"2620","4.9  ",2015,"Mazda","Mazda6","16995","41239"
"2621","4.5  ",2008,"Volvo","S60","7797","94345"
"2622","5  ",2019,"Chevrolet","Traverse","42626",NA
"2623","5  ",2019,"Chevrolet","Traverse","38758",NA
"2624","4.2  ",2019,"GMC","Acadia","44352",NA
"2625","4.6  ",2018,"Alfa","Romeo","42066","8446"
"2626","4.8  ",2018,"Volkswagen","Passat","30555",NA
"2627","4.7  ",2012,"Audi","A4","9984","111747"
"2628","4.8  ",2018,"Lincoln","MKC","36190",NA
"2629","4.5  ",2019,"MINI","Countryman","36800",NA
"2630","4.2  ",1992,"Nissan","300ZX","4500","179763"
"2631","3.8  ",2016,"Land","Rover","55900","45967"
"2632",NA,2018,"Mitsubishi","Outlander","25197",NA
"2633","4.8  ",2019,"Nissan","Sentra","19890",NA
"2634","4.9  ",2019,"Volvo","XC60","52790",NA
"2635","4.8  ",2017,"Ford","F","58900","24923"
"2636","4.8  ",2014,"Dodge","Durango","21998","49216"
"2637",NA,1992,"Ford","Explorer","2988","149979"
"2638","4.7  ",2018,"Honda","Accord","32335",NA
"2639","4.9  ",2016,"Honda","Accord","18787","38422"
"2640","4.5  ",2011,"Volkswagen","Jetta","9666","44839"
"2641","4.8  ",2016,"Toyota","Highlander","35950","29273"
"2642","4.8  ",2016,"BMW","X3","34498","37742"
"2643","4.7  ",2015,"Volvo","V60","22598","37796"
"2644","5  ",2018,"Jeep","Compass","32975",NA
"2645","4.9  ",2015,"Jeep","Grand","26298","44501"
"2646","4.8  ",2016,"Kia","Sorento","24990","61814"
"2647","4.3  ",2012,"RAM","1500","14957","112728"
"2648","3  ",2017,"BMW","M2","45990","28901"
"2649","4.8  ",2019,"Subaru","Ascent","37221",NA
"2650","4.7  ",2010,"INFINITI","G37x","11580","70165"
"2651","4.6  ",2015,"Jeep","Grand","32498","26396"
"2652","4.6  ",2017,"Dodge","Challenger","28000","25833"
"2653","4.9  ",2016,"Toyota","Highlander","30985","21792"
"2654","4.1  ",2018,"Honda","Accord","31200",NA
"2655","4.7  ",2018,"Jeep","Compass","33093",NA
"2656","4.5  ",2018,"Honda","Odyssey","47645",NA
"2657","4.9  ",2015,"BMW","X5","36697","46862"
"2658","4.9  ",2016,"BMW","535","37987","22393"
"2659","4.9  ",2017,"INFINITI","Q60","27500","44654"
"2660","4.4  ",2016,"RAM","1500","23945","18588"
"2661","4.8  ",2017,"Mercedes","Benz","42000","22964"
"2662","4.6  ",2018,"Volvo","XC90","68755",NA
"2663","4.7  ",2012,"Land","Rover","19990","121067"
"2664",NA,2015,"Ford","F","24325","84728"
"2665","4.8  ",2015,"Chevrolet","Silverado","41500","18975"
"2666","4.9  ",2014,"Mercedes","Benz","21895","76547"
"2667","4.8  ",2017,"Mercedes","Benz","39998","6365"
"2668","4.6  ",2009,"Jaguar","XF","13895","63757"
"2669","3.5  ",2019,"Volvo","XC60","48105",NA
"2670","3.4  ",2004,"Volkswagen","Phaeton","16991","58933"
"2671","5  ",2016,"Ford","Explorer","29200","20584"
"2672","4.5  ",2012,"BMW","328","10777","100082"
"2673","4.8  ",2015,"Nissan","Versa","8424","42682"
"2674","4.8  ",2014,"Toyota","RAV4","13499","90447"
"2675","4.8  ",2019,"Hyundai","Accent","16000",NA
"2676","5  ",2008,"BMW","750","7998","117981"
"2677","4.4  ",2011,"Land","Rover","21799","59972"
"2678","4  ",2019,"GMC","Terrain","28418",NA
"2679","4  ",2018,"GMC","Sierra","43784",NA
"2680","5  ",2018,"Honda","Clarity","34295",NA
"2681","4.8  ",2015,"Chevrolet","Silverado","40977","15907"
"2682","4.8  ",2010,"Honda","CR","8931","128698"
"2683","4.8  ",2017,"Buick","Envision","24644","31524"
"2684","4.9  ",2017,"Toyota","Prius","21700","19425"
"2685","4.9  ",2014,"Toyota","Tundra","23900","43690"
"2686","3.3  ",2018,"Nissan","Leaf","36587",NA
"2687","4.7  ",2009,"Mercedes","Benz","28500","52042"
"2688","4.7  ",2017,"Hyundai","Santa","33805",NA
"2689","4.7  ",2019,"Hyundai","Santa","32490",NA
"2690","4.7  ",2019,"Hyundai","Santa","26812",NA
"2691","4.9  ",2018,"Chevrolet","Cruze","16550","5538"
"2692","4  ",2018,"Toyota","Camry","24900","3162"
"2693","4.9  ",2019,"Kia","Sorento","32300",NA
"2694","4.6  ",2015,"Dodge","Challenger","59980","1225"
"2695","4.8  ",2018,"Ford","Transit","38040",NA
"2696","4.9  ",2018,"Volvo","V90","66425",NA
"2697","5  ",2002,"Lexus","ES","5995","82568"
"2698","4.7  ",2015,"Toyota","Venza","19500","29825"
"2699","4.8  ",2018,"Mazda","Mazda3","23120",NA
"2700","4.9  ",2008,"Ford","Edge","11995","72948"
"2701","4.9  ",2014,"Chevrolet","Silverado","14995","65098"
"2702",NA,2016,"Ford","F","26997","25245"
"2703","5  ",2014,"Subaru","Impreza","13995","33744"
"2704",NA,2011,"Acura","TL","12829","88175"
"2705","4.7  ",2004,"Volvo","V70","9999","84012"
"2706","3.8  ",2013,"Audi","A5","14995","69880"
"2707","4.8  ",2014,"Honda","CR","14995","54523"
"2708","4.7  ",2019,"Kia","Optima","23059",NA
"2709","4.5  ",2014,"Mercedes","Benz","36989","113619"
"2710",NA,2010,"Chevrolet","Impala","5990","79954"
"2711","4.9  ",2018,"Nissan","Rogue","26685",NA
"2712","4.2  ",2018,"GMC","Yukon","72750",NA
"2713","3.9  ",2018,"Honda","Accord","24465",NA
"2714","4.8  ",1995,"Ford","F","3000","87122"
"2715","3.9  ",2018,"Honda","Accord","24465",NA
"2716","4.7  ",2012,"Honda","Ridgeline","19988","72832"
"2717","4.8  ",2019,"Lincoln","MKC","42085",NA
"2718","4.4  ",2009,"Suzuki","SX4","6999","45092"
"2719","4.4  ",2018,"Kia","Optima","24000",NA
"2720","4.8  ",2016,"Nissan","Maxima","20959","52691"
"2721","4.7  ",2018,"Chrysler","Pacifica","31738",NA
"2722","4.7  ",2015,"Jeep","Grand","28880","33318"
"2723","4.9  ",2018,"Honda","Accord","24460",NA
"2724","4.8  ",2018,"Nissan","Rogue","29925",NA
"2725","5  ",2008,"Ford","F","5900","135756"
"2726","4.8  ",2019,"Nissan","Altima","32570",NA
"2727","4.8  ",2018,"Ford","Edge","25995",NA
"2728","4.7  ",2018,"Honda","Accord","25995",NA
"2729","4.8  ",2018,"Honda","CR","33208",NA
"2730","4.6  ",2018,"Honda","Accord","24460",NA
"2731","4.9  ",2014,"INFINITI","QX80","29990","80077"
"2732","4.4  ",2018,"Volkswagen","Passat","29457",NA
"2733","4.8  ",2017,"Ford","F","56982","31250"
"2734","4.9  ",2016,"Lincoln","MKS","28978","34083"
"2735","4.7  ",2010,"Chevrolet","Cobalt","6498","56803"
"2736","4.8  ",2014,"Nissan","GT","126995","1917"
"2737","4.8  ",2018,"Ford","Explorer","38850",NA
"2738",NA,2018,"Alfa","Romeo","50690",NA
"2739","5  ",2007,"Ford","Edge","8995","83548"
"2740","4.9  ",2014,"Jeep","Patriot","10500","71098"
"2741","4.8  ",2019,"Subaru","Ascent","40021",NA
"2742","4.8  ",2016,"Toyota","Camry","17290","11804"
"2743","4.8  ",2019,"Kia","Sportage","28896",NA
"2744","3.5  ",2011,"Ford","Ranger","10298","127158"
"2745","4.8  ",2009,"Acura","MDX","14250","76491"
"2746","4.6  ",2018,"Ford","Explorer","37000","17645"
"2747","4.6  ",2018,"Chevrolet","Camaro","27000","10871"
"2748","4.1  ",2018,"Honda","Accord","28360",NA
"2749","4.6  ",2016,"GMC","Acadia","26998","37062"
"2750","4.1  ",2018,"Honda","Clarity","34290",NA
"2751","4.7  ",2018,"Chrysler","Pacifica","36868",NA
"2752","4.8  ",2019,"Kia","Sportage","36605",NA
"2753",NA,2009,"BMW","328","8997","82148"
"2754","4.8  ",2018,"Dodge","Durango","41490",NA
"2755","5  ",2007,"Honda","Accord","6000","97056"
"2756","4.4  ",2017,"Subaru","WRX","25766","12379"
"2757","4.4  ",2012,"Cadillac","Escalade","27514","85945"
"2758","4.7  ",2015,"Subaru","Outback","23232","59601"
"2759","4.9  ",2016,"Mazda","CX","24411","30404"
"2760","4.7  ",2015,"Chevrolet","Traverse","19179","45610"
"2761","4.9  ",2016,"BMW","X1","28397","36607"
"2762",NA,1990,"Mercedes","Benz","4500","154777"
"2763","4.8  ",2018,"Ford","Explorer","44999",NA
"2764","4.7  ",2010,"Land","Rover","17990","100848"
"2765","4.7  ",2016,"Toyota","Camry","18664","35387"
"2766","4.8  ",2019,"Lexus","NX","44583",NA
"2767","4.6  ",2015,"Ford","F","33990","32319"
"2768","5  ",2018,"Toyota","Prius","28732",NA
"2769","4.8  ",2018,"Hyundai","Sonata","22999",NA
"2770","4.8  ",2016,"Toyota","RAV4","26950","3654"
"2771","4.6  ",2013,"Ford","F","27900","29379"
"2772","4.8  ",2018,"Honda","Accord","24465",NA
"2773","4.4  ",2010,"Lexus","IS","9199","121084"
"2774","5  ",2019,"Honda","Insight","28985",NA
"2775","4.9  ",2018,"Ford","F","48080",NA
"2776","4.9  ",2008,"Ford","F","32000","76645"
"2777","4.8  ",1997,"Chevrolet","Camaro","38699","3415"
"2778","4.8  ",2018,"Chevrolet","Volt","38150",NA
"2779","4.8  ",2018,"Chevrolet","Silverado","35956",NA
"2780","4.8  ",2015,"Chevrolet","Silverado","28644","40123"
"2781","4.9  ",2018,"Toyota","Prius","33574",NA
"2782","4.8  ",2019,"Hyundai","Santa","38026",NA
"2783","4.9  ",2015,"BMW","X5","42395","36250"
"2784","4.9  ",2018,"Mazda","Mazda3","27440",NA
"2785","4.6  ",2015,"Jeep","Grand","21499","45719"
"2786","5  ",2011,"Chevrolet","Camaro","9900","107614"
"2787","4.9  ",2016,"Hyundai","Tucson","16000","37813"
"2788","4.9  ",2019,"RAM","1500","47991",NA
"2789","2.3  ",2018,"Ford","F","53176",NA
"2790","3.7  ",2018,"Hyundai","Tucson","22357",NA
"2791","4.8  ",2018,"Mazda","CX","31354",NA
"2792","4.8  ",2018,"Ford","F","39250","16555"
"2793",NA,2007,"Dodge","Caliber","3200","122289"
"2794",NA,2006,"Subaru","Impreza","4595","117380"
"2795","4.5  ",2016,"Toyota","Tacoma","28950","49999"
"2796","4.8  ",2019,"Chevrolet","Equinox","25298",NA
"2797","4.9  ",2013,"Volvo","S60","9000","113252"
"2798","4.9  ",2019,"Nissan","Altima","30140",NA
"2799","4.9  ",2018,"Nissan","Rogue","27715",NA
"2800","4.9  ",2018,"Nissan","Rogue","26760",NA
"2801","4.9  ",2010,"Jeep","Wrangler","17375","59975"
"2802",NA,2015,"Chevrolet","Silverado","21495","113787"
"2803","4.6  ",2017,"Chevrolet","Volt","30396",NA
"2804","4.6  ",2019,"Hyundai","Santa","29680",NA
"2805","4.7  ",2019,"Kia","Sorento","31108",NA
"2806","4.6  ",2019,"Hyundai","Santa","28055",NA
"2807","4.6  ",2018,"Hyundai","Tucson","25225",NA
"2808","4.6  ",2019,"Hyundai","Santa","28055",NA
"2809","4.9  ",2015,"Nissan","Murano","29995","19517"
"2810","4.7  ",2019,"Kia","Forte","16110",NA
"2811","4.9  ",2017,"Chevrolet","Silverado","31490","32793"
"2812","4.9  ",2017,"Subaru","WRX","24310","16038"
"2813","4.9  ",2017,"Volkswagen","Jetta","13018","19305"
"2814","4.8  ",2016,"Lexus","GX","37885","59010"
"2815","4.8  ",2017,"Honda","Civic","17986","8181"
"2816","5  ",2018,"Chrysler","Pacifica","27798","18012"
"2817","3.9  ",2014,"Honda","Pilot","22796","70391"
"2818","4.9  ",2019,"Mazda","CX","26280",NA
"2819","3.9  ",2018,"Honda","Clarity","34295",NA
"2820","4.8  ",2017,"Volkswagen","Passat","19995","9014"
"2821","4.9  ",2015,"Land","Rover","27541","53231"
"2822","4.8  ",2015,"Hyundai","Genesis","17348","32939"
"2823","3.8  ",2006,"Honda","Civic","3995","135096"
"2824","3.8  ",2015,"Mercedes","Benz","23900","25250"
"2825","4.4  ",2019,"Kia","Optima","23717",NA
"2826","4.8  ",2010,"Toyota","RAV4","8700","147625"
"2827",NA,2018,"Mitsubishi","Outlander","21997",NA
"2828","5  ",2003,"Lincoln","Town","8995","61978"
"2829","4.8  ",2017,"Nissan","Maxima","22873","30698"
"2830","4.2  ",2007,"Cadillac","DTS","4995","50000"
"2831","4.8  ",2015,"Nissan","Pathfinder","23324","46073"
"2832","4.7  ",2016,"Jeep","Grand","26580","41283"
"2833","4.7  ",2018,"Jeep","Grand","37445",NA
"2834","4.7  ",2017,"Jeep","Grand","25780","46634"
"2835","5  ",2004,"Buick","Century","5990","42123"
"2836","4.8  ",2018,"Ford","Explorer","34995",NA
"2837","2  ",2016,"Buick","Encore","17998","19726"
"2838","4.7  ",2018,"Honda","Accord","34675",NA
"2839","4.6  ",2012,"Nissan","Rogue","9983","93572"
"2840","4.9  ",2010,"Honda","Accord","8350","92331"
"2841","4.9  ",2018,"Nissan","Rogue","30505",NA
"2842","4.9  ",2010,"Ford","F","15995","81817"
"2843","4.9  ",2018,"Chevrolet","Colorado","33500","4081"
"2844","4.9  ",2016,"Ford","Escape","21868","9674"
"2845","4.9  ",2012,"BMW","650","33350","37267"
"2846","4.8  ",2016,"Toyota","Sienna","23950","34217"
"2847","4.8  ",2000,"BMW","Z3","22990","26215"
"2848","4.8  ",2012,"Ford","F","19499","70444"
"2849","4.8  ",2018,"Ford","Mustang","27170",NA
"2850","4.9  ",2014,"Lexus","IS","28989","40879"
"2851","4.8  ",2013,"BMW","M3","39698","39162"
"2852","5  ",2019,"Rolls","Royce","343775",NA
"2853","5  ",2018,"Maserati","Ghibli","109390",NA
"2854","4.9  ",2019,"Volkswagen","Jetta","16419",NA
"2855","4  ",2007,"Chevrolet","Silverado","3995","188742"
"2856","4.9  ",2011,"Jeep","Grand","13998","84090"
"2857","4.8  ",2019,"Kia","Sportage","25680",NA
"2858","3.5  ",2015,"Toyota","Sienna","19398","69845"
"2859","4.9  ",2015,"Toyota","Camry","20980","28611"
"2860","4.6  ",2016,"BMW","X5","41000","31938"
"2861","3.3  ",2004,"Volkswagen","Passat","2999","89296"
"2862","4.7  ",2018,"Jeep","Compass","27595",NA
"2863","4.7  ",2019,"Jeep","Cherokee","31364",NA
"2864","4.7  ",2018,"Jeep","Compass","22577","12033"
"2865","4.7  ",2018,"Jeep","Compass","28955",NA
"2866","4.5  ",2016,"Honda","Accord","14788","27091"
"2867","5  ",2008,"Honda","Civic","7995","78578"
"2868","4.4  ",2017,"Nissan","Armada","43879","18074"
"2869","4.4  ",2019,"Cadillac","XT4","54830",NA
"2870","4.7  ",2015,"Subaru","XV","21963","18931"
"2871","4.7  ",2015,"Ford","F","38999","64952"
"2872","4.8  ",2014,"Land","Rover","43250","17923"
"2873","4.4  ",2011,"Subaru","Impreza","19495","93976"
"2874","4.9  ",2017,"Volvo","XC90","46500","25948"
"2875","5  ",2019,"Toyota","Camry","27466",NA
"2876","4.8  ",2019,"Honda","Insight","24955",NA
"2877","4.8  ",2018,"Honda","Accord","26675",NA
"2878","4.8  ",2017,"Jeep","Grand","30450","22711"
"2879","4.9  ",2015,"BMW","535d","29490","58813"
"2880","5  ",2004,"Land","Rover","16898","87488"
"2881","4.4  ",2013,"Ford","Escape","10299","61180"
"2882","4.8  ",2016,"Chevrolet","Colorado","23644","35874"
"2883","5  ",2011,"Nissan","Frontier","14300","66113"
"2884","5  ",2019,"Cadillac","XT5","46915",NA
"2885","4.7  ",2018,"Hyundai","Sonata","19739",NA
"2886","4.9  ",2016,"Honda","Pilot","29561","41517"
"2887","4.9  ",2012,"Subaru","Outback","16499","30224"
"2888","4.9  ",2019,"Volvo","XC40","40425",NA
"2889","4.7  ",2016,"Toyota","Camry","18997","34440"
"2890","4.9  ",2018,"Jeep","Grand","47056",NA
"2891","4.6  ",2018,"Chevrolet","Corvette","84545",NA
"2892","3.7  ",2019,"Hyundai","Kona","23806",NA
"2893","2.3  ",2017,"Ford","Fusion","15235","35132"
"2894","4.8  ",2018,"Mazda","CX","26656",NA
"2895","3.7  ",2017,"Hyundai","Santa","23999",NA
"2896","3.7  ",2006,"Mercedes","Benz","3995","163552"
"2897","4.2  ",2007,"Toyota","Avalon","7950","95625"
"2898","4.1  ",2015,"Cadillac","ATS","18877","14532"
"2899","4.9  ",2018,"Ford","Mustang","35000","2733"
"2900","4.8  ",2019,"Chevrolet","Suburban","54175",NA
"2901","4.6  ",2018,"BMW","X2","48345",NA
"2902","4.7  ",2015,"MINI","Convertible","23599","50682"
"2903","4.8  ",2015,"Audi","A5","37988","14858"
"2904","4.6  ",2018,"BMW","M3","77395",NA
"2905","4.8  ",2018,"Nissan","Sentra","17900","1079"
"2906","5  ",2006,"Ford","F","5700","189551"
"2907","4.8  ",2002,"Chevrolet","Silverado","3850","229936"
"2908","3.9  ",2002,"Ford","Thunderbird","14822","24419"
"2909","4.7  ",2019,"Kia","Stinger","50310",NA
"2910","4.6  ",2019,"Hyundai","Santa","28245",NA
"2911","4.6  ",2019,"Hyundai","Santa","39850",NA
"2912","4.6  ",2018,"Hyundai","Tucson","25225",NA
"2913","4.6  ",2013,"Subaru","Impreza","13000","28100"
"2914","3  ",2019,"Buick","Envision","40930",NA
"2915","3  ",2018,"Buick","Enclave","59540",NA
"2916","4.9  ",2019,"Mazda","MX","31875",NA
"2917","3.9  ",2018,"Honda","Accord","24465",NA
"2918","4.2  ",2018,"Buick","Regal","33696",NA
"2919","4.9  ",2016,"Subaru","Forester","22495","29090"
"2920","3.8  ",2003,"Honda","Accord","2995","160936"
"2921","4.9  ",2014,"Chevrolet","Corvette","42311","13330"
"2922","4.8  ",2016,"Audi","S3","31990","30896"
"2923","4.5  ",2019,"MINI","Hardtop","32295",NA
"2924","4.8  ",2015,"Nissan","Rogue","15841","50429"
"2925","3.8  ",2018,"Land","Rover","86153",NA
"2926","4.9  ",2019,"Honda","Pilot","45715",NA
"2927","2  ",2012,"Jeep","Grand","17798","41455"
"2928","2  ",2018,"Honda","CR","29445",NA
"2929","3.8  ",2018,"Chevrolet","Equinox","36964",NA
"2930","4.9  ",2013,"Subaru","Impreza","20991","60692"
"2931","4.4  ",2018,"Chevrolet","Suburban","59650",NA
"2932","4.8  ",2019,"Honda","Insight","24955",NA
"2933","4.3  ",2013,"Dodge","Dart","9997","42536"
"2934","4.8  ",2015,"Ford","Edge","22997","46965"
"2935","4.9  ",2005,"Mercedes","Benz","14995","139987"
"2936","4.9  ",2015,"Mercedes","Benz","54532","33791"
"2937","4.8  ",2016,"Volkswagen","Jetta","10995","28726"
